Facies,Formation,Well Name,Depth,GR,ILD_log10,DeltaPHI,PHIND,PE,NM_M,RELPOS,Labels_char,PHID,PHIN,Formation_num,Formation_numsk,Pe_reg
3,A1 SH,SHRIMPLIN,2812.0,102.35,0.5579999999999999,15.8,20.145,3.2,1,0.106,Nonmarine fine siltstone,12.245,28.045,1.0,1,2.87334480715658
3,A1 SH,SHRIMPLIN,2812.5,79.7,0.5489999999999999,15.5,18.07,3.2,1,0.085,Nonmarine fine siltstone,10.32,25.82,1.0,1,3.015797760276789
3,A1 SH,SHRIMPLIN,2813.0,66.69,0.53,14.0,15.72,3.3,1,0.064,Nonmarine fine siltstone,8.72,22.72,1.0,1,3.1378045987269907
2,A1 SH,SHRIMPLIN,2813.5,73.68,0.521,14.7,15.98,3.3,1,0.043,Nonmarine coarse siltstone,8.63,23.33,1.0,1,3.116032006327414
2,A1 SH,SHRIMPLIN,2814.0,71.05,0.535,17.2,18.02,3.3,1,0.021,Nonmarine coarse siltstone,9.42,26.619999999999997,1.0,1,3.056678789398304
8,A1 LM,SHRIMPLIN,2814.5,57.02,0.628,11.6,12.09,3.5,2,1.0,Packstone-grainstone (limestone),6.29,17.89,0.0,0,4.138246177070658
8,A1 LM,SHRIMPLIN,2815.0,43.29,0.7020000000000001,7.3,6.705,4.0,2,0.981,Packstone-grainstone (limestone),3.055,10.355,0.0,0,4.343309263046678
8,A1 LM,SHRIMPLIN,2815.5,36.06,0.762,5.7,4.595,5.0,2,0.963,Packstone-grainstone (limestone),1.7449999999999997,7.445,0.0,0,4.42280447174616
8,A1 LM,SHRIMPLIN,2816.0,46.0,0.823,5.1,4.62,5.5,2,0.9440000000000001,Packstone-grainstone (limestone),2.0700000000000003,7.17,0.0,0,4.378976657312524
6,A1 LM,SHRIMPLIN,2816.5,60.3,0.915,4.6,5.01,5.6,2,0.9259999999999999,Wackestone (limestone),2.71,7.31,0.0,0,4.303161313403054
6,A1 LM,SHRIMPLIN,2817.0,75.22,0.9990000000000001,4.4,5.295,5.5,2,0.907,Wackestone (limestone),3.0949999999999998,7.495,0.0,0,4.233483581916858
6,A1 LM,SHRIMPLIN,2817.5,87.19,1.045,4.7,5.32,5.4,2,0.889,Wackestone (limestone),2.97,7.67,0.0,0,4.19319999746426
6,A1 LM,SHRIMPLIN,2818.0,86.86,1.064,5.2,5.785,5.4,2,0.87,Wackestone (limestone),3.185,8.385,0.0,0,4.17554186032871
6,A1 LM,SHRIMPLIN,2818.5,88.0,1.051,6.5,6.38,5.4,2,0.852,Wackestone (limestone),3.13,9.629999999999999,0.0,0,4.160826902857864
6,A1 LM,SHRIMPLIN,2819.0,75.47,1.018,7.8,7.215,5.5,2,0.833,Wackestone (limestone),3.315,11.115,0.0,0,4.177453604651896
6,A1 LM,SHRIMPLIN,2819.5,59.36,0.972,10.0,8.925,4.9,2,0.7959999999999999,Wackestone (limestone),3.9250000000000007,13.925,0.0,0,4.178395683732756
6,A1 LM,SHRIMPLIN,2820.0,55.57,0.9520000000000001,8.6,9.355,4.5,2,0.778,Wackestone (limestone),5.055000000000001,13.655000000000001,0.0,0,4.167498754173465
6,A1 LM,SHRIMPLIN,2820.5,46.96,0.924,5.4,9.12,4.3,2,0.759,Wackestone (limestone),6.419999999999999,11.82,0.0,0,4.18575935867178
6,A1 LM,SHRIMPLIN,2821.0,43.67,0.8759999999999999,3.6,8.225,4.1,2,0.741,Wackestone (limestone),6.425,10.025,0.0,0,4.22897104337134
6,A1 LM,SHRIMPLIN,2821.5,55.23,0.826,5.1,7.875,4.3,2,0.722,Wackestone (limestone),5.325,10.425,0.0,0,4.232818318885508
6,A1 LM,SHRIMPLIN,2822.0,61.24,0.777,9.7,8.575,4.3,2,0.7040000000000001,Wackestone (limestone),3.7249999999999996,13.424999999999999,0.0,0,4.229872546633406
6,A1 LM,SHRIMPLIN,2822.5,54.46,0.728,12.8,10.66,4.4,2,0.685,Wackestone (limestone),4.26,17.060000000000002,0.0,0,4.197087982042828
7,A1 LM,SHRIMPLIN,2823.0,43.23,0.6990000000000001,14.9,12.375,4.0,2,0.667,Dolomite,4.925,19.825,0.0,0,4.17995371283221
7,A1 LM,SHRIMPLIN,2823.5,44.59,0.682,16.0,13.54,3.9,2,0.648,Dolomite,5.539999999999999,21.54,0.0,0,4.141892370060582
4,A1 LM,SHRIMPLIN,2824.0,47.48,0.6759999999999999,16.5,12.89,3.7,2,0.63,Marine siltstone and shale,4.640000000000001,21.14,0.0,0,4.164740478104321
4,A1 LM,SHRIMPLIN,2824.5,61.1,0.6709999999999999,15.2,11.785,3.7,2,0.611,Marine siltstone and shale,4.1850000000000005,19.384999999999998,0.0,0,4.165126186174433
4,A1 LM,SHRIMPLIN,2825.0,64.82,0.68,9.1,8.97,4.5,2,0.574,Marine siltstone and shale,4.420000000000001,13.52,0.0,0,4.225796018057368
4,A1 LM,SHRIMPLIN,2825.5,55.77,0.71,6.1,8.93,5.1,2,0.556,Marine siltstone and shale,5.88,11.98,0.0,0,4.226380455686605
4,A1 LM,SHRIMPLIN,2826.0,62.22,0.7440000000000001,4.3,9.215,5.5,2,0.537,Marine siltstone and shale,7.0649999999999995,11.365,0.0,0,4.179758025342975
6,A1 LM,SHRIMPLIN,2826.5,55.06,0.7859999999999999,2.9,9.5,5.6,2,0.519,Wackestone (limestone),8.05,10.95,0.0,0,4.170227612897424
6,A1 LM,SHRIMPLIN,2827.0,71.02,0.8390000000000001,3.1,8.89,5.4,2,0.5,Wackestone (limestone),7.340000000000001,10.440000000000001,0.0,0,4.142114981843719
6,A1 LM,SHRIMPLIN,2827.5,91.37,0.8809999999999999,3.9,8.06,5.3,2,0.48100000000000004,Wackestone (limestone),6.11,10.01,0.0,0,4.117139336781956
6,A1 LM,SHRIMPLIN,2828.0,115.42,0.9109999999999999,5.2,6.875,5.3,2,0.46299999999999997,Wackestone (limestone),4.275,9.475,0.0,0,4.101980612725382
6,A1 LM,SHRIMPLIN,2828.5,115.7,0.94,5.9,6.085,5.2,2,0.444,Wackestone (limestone),3.135,9.035,0.0,0,4.131080047208716
6,A1 LM,SHRIMPLIN,2829.0,107.11,0.972,6.0,6.135,5.6,2,0.426,Wackestone (limestone),3.135,9.135,0.0,0,4.146340115673567
6,A1 LM,SHRIMPLIN,2829.5,93.82,1.008,5.8,6.64,5.6,2,0.40700000000000003,Wackestone (limestone),3.7399999999999998,9.54,0.0,0,4.153522928033963
6,A1 LM,SHRIMPLIN,2830.0,61.63,1.061,3.6,6.865,6.1,2,0.37,Wackestone (limestone),5.065,8.665000000000001,0.0,0,4.206160098687883
6,A1 LM,SHRIMPLIN,2830.5,45.98,1.0759999999999998,3.6,6.25,6.2,2,0.35200000000000004,Wackestone (limestone),4.45,8.05,0.0,0,4.269341559926349
6,A1 LM,SHRIMPLIN,2831.0,32.76,1.071,3.0,6.225,5.8,2,0.33299999999999996,Wackestone (limestone),4.725,7.725,0.0,0,4.3033720624629845
6,A1 LM,SHRIMPLIN,2831.5,37.82,1.058,3.6,6.19,5.7,2,0.315,Wackestone (limestone),4.390000000000001,7.99,0.0,0,4.298445618974595
6,A1 LM,SHRIMPLIN,2832.0,40.73,1.038,2.3,6.375,5.5,2,0.29600000000000004,Wackestone (limestone),5.225,7.525,0.0,0,4.279975835819098
6,A1 LM,SHRIMPLIN,2832.5,33.42,1.005,2.2,6.61,5.4,2,0.278,Wackestone (limestone),5.51,7.710000000000001,0.0,0,4.297232882724432
6,A1 LM,SHRIMPLIN,2833.0,32.08,0.968,2.2,7.355,5.3,2,0.259,Wackestone (limestone),6.255000000000001,8.455,0.0,0,4.280093923224324
6,A1 LM,SHRIMPLIN,2833.5,33.82,0.943,2.1,8.33,4.9,2,0.24100000000000002,Wackestone (limestone),7.28,9.38,0.0,0,4.242473015670649
6,A1 LM,SHRIMPLIN,2834.0,45.57,0.924,1.1,8.84,4.7,2,0.222,Wackestone (limestone),8.29,9.39,0.0,0,4.189394766862094
6,A1 LM,SHRIMPLIN,2834.5,53.95,0.9,1.9,8.125,4.6,2,0.204,Wackestone (limestone),7.175,9.075,0.0,0,4.20594552777034
6,A1 LM,SHRIMPLIN,2835.0,59.42,0.875,4.3,7.845,4.6,2,0.185,Wackestone (limestone),5.695,9.995,0.0,0,4.223679701570475
6,A1 LM,SHRIMPLIN,2835.5,68.43,0.8540000000000001,8.3,8.665,4.8,2,0.16699999999999998,Wackestone (limestone),4.514999999999999,12.815,0.0,0,4.198175020498522
6,A1 LM,SHRIMPLIN,2836.0,75.88,0.8490000000000001,11.0,10.04,4.6,2,0.14800000000000002,Wackestone (limestone),4.539999999999999,15.54,0.0,0,4.1433167362833485
6,A1 LM,SHRIMPLIN,2836.5,77.75,0.8640000000000001,11.3,10.85,4.7,2,0.13,Wackestone (limestone),5.199999999999999,16.5,0.0,0,4.1058025529959785
6,A1 LM,SHRIMPLIN,2837.0,80.93,0.907,9.6,9.815,4.6,2,0.111,Wackestone (limestone),5.015,14.614999999999998,0.0,0,4.118404206744536
6,A1 LM,SHRIMPLIN,2837.5,72.92,0.932,7.3,7.475,4.7,2,0.09300000000000001,Wackestone (limestone),3.8249999999999997,11.125,0.0,0,4.212030383397046
6,A1 LM,SHRIMPLIN,2838.0,65.59,0.92,5.7,5.265,5.0,2,0.07400000000000001,Wackestone (limestone),2.4149999999999996,8.115,0.0,0,4.3111992101343315
6,A1 LM,SHRIMPLIN,2838.5,64.71,0.8859999999999999,3.6,4.045,5.4,2,0.055999999999999994,Wackestone (limestone),2.245,5.845,0.0,0,4.355813888522837
6,A1 LM,SHRIMPLIN,2839.0,60.79,0.8290000000000001,2.9,4.36,5.5,2,0.037000000000000005,Wackestone (limestone),2.91,5.8100000000000005,0.0,0,4.362232804140832
6,A1 LM,SHRIMPLIN,2839.5,78.55,0.754,2.0,9.795,5.7,2,0.019,Wackestone (limestone),8.795,10.795,0.0,0,4.112498900702289
3,B1 SH,SHRIMPLIN,2840.0,107.77,0.713,1.8,19.545,4.0,1,1.0,Nonmarine fine siltstone,18.645000000000003,20.445,3.0,3,2.784227346575773
3,B1 SH,SHRIMPLIN,2840.5,110.87,0.6859999999999999,6.0,26.65,3.3,1,0.9740000000000001,Nonmarine fine siltstone,23.65,29.65,3.0,3,2.5306570684685044
3,B1 SH,SHRIMPLIN,2841.0,106.33,0.665,8.6,26.94,2.8,1,0.9490000000000001,Nonmarine fine siltstone,22.64,31.240000000000002,3.0,3,2.553311962395945
3,B1 SH,SHRIMPLIN,2841.5,87.85,0.64,9.6,21.77,2.7,1,0.9229999999999999,Nonmarine fine siltstone,16.97,26.57,3.0,3,2.8180195817069116
3,B1 SH,SHRIMPLIN,2842.0,80.96,0.601,9.0,15.99,2.9,1,0.897,Nonmarine fine siltstone,11.49,20.490000000000002,3.0,3,3.0685249185615286
2,B1 SH,SHRIMPLIN,2842.5,66.94,0.568,11.2,12.565,3.5,1,0.872,Nonmarine coarse siltstone,6.965,18.165,3.0,3,3.2622430989404214
2,B1 SH,SHRIMPLIN,2843.0,61.48,0.561,12.0,11.69,4.2,1,0.846,Nonmarine coarse siltstone,5.6899999999999995,17.689999999999998,3.0,3,3.3185595669970764
2,B1 SH,SHRIMPLIN,2843.5,58.26,0.568,12.4,12.285,4.2,1,0.821,Nonmarine coarse siltstone,6.085,18.485,3.0,3,3.3056220921416704
2,B1 SH,SHRIMPLIN,2844.0,51.31,0.585,12.7,11.735,3.9,1,0.795,Nonmarine coarse siltstone,5.385,18.085,3.0,3,3.344802168899329
2,B1 SH,SHRIMPLIN,2844.5,67.92,0.583,13.2,11.73,3.9,1,0.769,Nonmarine coarse siltstone,5.130000000000001,18.33,3.0,3,3.3051568209649353
2,B1 SH,SHRIMPLIN,2845.0,67.77,0.5660000000000001,14.1,12.475,3.9,1,0.7440000000000001,Nonmarine coarse siltstone,5.425,19.525,3.0,3,3.2865045885669386
2,B1 SH,SHRIMPLIN,2845.5,67.73,0.5429999999999999,14.4,13.095,3.8,1,0.718,Nonmarine coarse siltstone,5.8950000000000005,20.295,3.0,3,3.2699383577172774
2,B1 SH,SHRIMPLIN,2846.0,68.85,0.516,12.1,13.35,3.7,1,0.6920000000000001,Nonmarine coarse siltstone,7.3,19.4,3.0,3,3.248802795126342
2,B1 SH,SHRIMPLIN,2846.5,73.2,0.496,9.7,15.12,3.6,1,0.667,Nonmarine coarse siltstone,10.27,19.97,3.0,3,3.157433122447552
3,B1 SH,SHRIMPLIN,2847.0,84.46,0.486,6.1,20.48,3.6,1,0.6409999999999999,Nonmarine fine siltstone,17.43,23.53,3.0,3,2.8969637794463523
3,B1 SH,SHRIMPLIN,2847.5,96.96,0.483,7.0,23.225,3.4,1,0.615,Nonmarine fine siltstone,19.725,26.725,3.0,3,2.763136644996699
3,B1 SH,SHRIMPLIN,2848.0,95.54,0.486,9.4,21.305,3.5,1,0.59,Nonmarine fine siltstone,16.605,26.005,3.0,3,2.857767015012276
3,B1 SH,SHRIMPLIN,2848.5,88.67,0.493,13.2,17.235,3.4,1,0.564,Nonmarine fine siltstone,10.635,23.835,3.0,3,3.0594359484277502
3,B1 SH,SHRIMPLIN,2849.0,88.54,0.501,13.1,16.71,3.5,1,0.5379999999999999,Nonmarine fine siltstone,10.16,23.26,3.0,3,3.078825242235803
3,B1 SH,SHRIMPLIN,2849.5,92.22,0.501,11.2,18.675,3.5,1,0.513,Nonmarine fine siltstone,13.075000000000001,24.275,3.0,3,2.9805006963836433
2,B1 SH,SHRIMPLIN,2850.0,89.67,0.491,4.9,20.405,3.3,1,0.48700000000000004,Nonmarine coarse siltstone,17.955000000000002,22.855,3.0,3,2.8819882738736573
2,B1 SH,SHRIMPLIN,2850.5,91.17,0.47,2.2,20.3,3.1,1,0.462,Nonmarine coarse siltstone,19.2,21.400000000000002,3.0,3,2.870085477676318
2,B1 SH,SHRIMPLIN,2851.0,83.62,0.435,5.1,17.16,2.8,1,0.436,Nonmarine coarse siltstone,14.61,19.71,3.0,3,3.040319448260494
2,B1 SH,SHRIMPLIN,2851.5,85.0,0.401,8.3,15.87,2.8,1,0.41,Nonmarine coarse siltstone,11.719999999999999,20.02,3.0,3,3.115861672090004
2,B1 SH,SHRIMPLIN,2852.0,77.7,0.371,7.5,16.85,2.9,1,0.385,Nonmarine coarse siltstone,13.100000000000001,20.6,3.0,3,3.098943137302742
2,B1 SH,SHRIMPLIN,2852.5,74.29,0.33399999999999996,6.1,17.3,2.9,1,0.359,Nonmarine coarse siltstone,14.25,20.35,3.0,3,3.090142668446846
2,B1 SH,SHRIMPLIN,2853.0,70.21,0.307,5.4,17.57,2.9,1,0.33299999999999996,Nonmarine coarse siltstone,14.870000000000001,20.27,3.0,3,3.0925305182249128
2,B1 SH,SHRIMPLIN,2853.5,76.38,0.297,4.7,17.195,3.0,1,0.308,Nonmarine coarse siltstone,14.845,19.545,3.0,3,3.089229209510991
2,B1 SH,SHRIMPLIN,2854.0,76.28,0.301,4.4,16.415,3.0,1,0.282,Nonmarine coarse siltstone,14.215,18.615,3.0,3,3.118122130547703
2,B1 SH,SHRIMPLIN,2854.5,69.04,0.314,4.1,14.19,3.2,1,0.256,Nonmarine coarse siltstone,12.14,16.24,3.0,3,3.2208188738618704
2,B1 SH,SHRIMPLIN,2855.0,78.11,0.33799999999999997,5.8,13.25,3.4,1,0.231,Nonmarine coarse siltstone,10.35,16.15,3.0,3,3.2400399637902426
3,B1 SH,SHRIMPLIN,2855.5,84.18,0.377,6.8,15.72,3.8,1,0.205,Nonmarine fine siltstone,12.32,19.12,3.0,3,3.12577002440703
3,B1 SH,SHRIMPLIN,2856.0,85.85,0.428,6.6,20.045,3.5,1,0.179,Nonmarine fine siltstone,16.745,23.345000000000002,3.0,3,2.9401707816587077
3,B1 SH,SHRIMPLIN,2856.5,89.6,0.47,4.4,20.455,3.3,1,0.154,Nonmarine fine siltstone,18.255,22.654999999999998,3.0,3,2.8917443114588774
3,B1 SH,SHRIMPLIN,2857.0,80.61,0.509,3.6,16.78,3.1,1,0.128,Nonmarine fine siltstone,14.98,18.580000000000002,3.0,3,3.0472222344929913
3,B1 SH,SHRIMPLIN,2857.5,79.36,0.539,7.5,11.78,3.3,1,0.10300000000000001,Nonmarine fine siltstone,8.03,15.53,3.0,3,3.2660799185446026
3,B1 SH,SHRIMPLIN,2858.0,83.05,0.5479999999999999,8.1,14.545,3.7,1,0.077,Nonmarine fine siltstone,10.495000000000001,18.595,3.0,3,3.1504529647189634
3,B1 SH,SHRIMPLIN,2858.5,95.0,0.556,9.2,23.83,3.6,1,0.051,Nonmarine fine siltstone,19.229999999999997,28.43,3.0,3,2.7603726834142517
5,B1 LM,SHRIMPLIN,2859.0,85.04,0.629,6.4,26.67,3.1,2,1.0,Mudstone (limestone),23.470000000000002,29.87,2.0,2,3.5100974116572776
5,B1 LM,SHRIMPLIN,2859.5,46.18,0.6679999999999999,4.3,16.61,3.1,2,0.9440000000000001,Mudstone (limestone),14.459999999999999,18.759999999999998,2.0,2,3.9883415542348035
5,B1 LM,SHRIMPLIN,2860.0,34.53,0.703,4.9,8.22,3.5,2,0.889,Mudstone (limestone),5.7700000000000005,10.670000000000002,2.0,2,4.34665301779192
5,B1 LM,SHRIMPLIN,2860.5,35.19,0.7440000000000001,7.9,4.71,4.6,2,0.833,Mudstone (limestone),0.7599999999999998,8.66,2.0,2,4.494774604456678
8,B1 LM,SHRIMPLIN,2861.0,27.85,0.8029999999999999,7.8,4.24,4.8,2,0.778,Packstone-grainstone (limestone),0.3400000000000003,8.14,2.0,2,4.521168919265348
8,B1 LM,SHRIMPLIN,2861.5,23.48,0.9129999999999999,6.0,4.22,4.7,2,0.722,Packstone-grainstone (limestone),1.2199999999999998,7.22,2.0,2,4.500181110553904
8,B1 LM,SHRIMPLIN,2862.0,20.42,1.031,5.0,3.785,4.6,2,0.667,Packstone-grainstone (limestone),1.2850000000000001,6.285,2.0,2,4.495365051152488
8,B1 LM,SHRIMPLIN,2862.5,20.55,1.147,4.1,3.145,5.1,2,0.611,Packstone-grainstone (limestone),1.0950000000000002,5.195,2.0,2,4.491191417431481
8,B1 LM,SHRIMPLIN,2863.0,19.99,1.2919999999999998,4.7,2.195,5.4,2,0.556,Packstone-grainstone (limestone),-0.15500000000000025,4.545,2.0,2,4.504378294570102
8,B1 LM,SHRIMPLIN,2863.5,21.18,1.405,5.2,1.59,5.9,2,0.5,Packstone-grainstone (limestone),-1.01,4.19,2.0,2,4.505619929064953
8,B1 LM,SHRIMPLIN,2864.0,18.63,1.452,4.7,1.755,6.1,2,0.444,Packstone-grainstone (limestone),-0.5950000000000002,4.105,2.0,2,4.4943715165093066
6,B1 LM,SHRIMPLIN,2864.5,29.41,1.465,4.2,2.36,6.0,2,0.389,Wackestone (limestone),0.2599999999999998,4.46,2.0,2,4.437592580849962
6,B1 LM,SHRIMPLIN,2865.0,43.09,1.48,3.1,3.11,5.8,2,0.33299999999999996,Wackestone (limestone),1.5599999999999998,4.66,2.0,2,4.363150918860966
6,B1 LM,SHRIMPLIN,2865.5,48.95,1.479,4.2,2.95,5.6,2,0.278,Wackestone (limestone),0.8500000000000001,5.050000000000001,2.0,2,4.362762088377262
6,B1 LM,SHRIMPLIN,2866.0,45.84,1.4369999999999998,4.1,3.03,5.6,2,0.222,Wackestone (limestone),0.98,5.08,2.0,2,4.378005425709095
6,B1 LM,SHRIMPLIN,2866.5,45.04,1.36,4.2,3.02,5.7,2,0.16699999999999998,Wackestone (limestone),0.9199999999999999,5.12,2.0,2,4.399385560545569
6,B1 LM,SHRIMPLIN,2867.0,42.92,1.249,3.6,3.445,5.7,2,0.111,Wackestone (limestone),1.6449999999999998,5.245,2.0,2,4.4100564630751125
6,B1 LM,SHRIMPLIN,2867.5,53.11,1.104,3.3,4.095,5.9,2,0.055999999999999994,Wackestone (limestone),2.445,5.744999999999999,2.0,2,4.388274731374412
3,B2 SH,SHRIMPLIN,2868.0,67.55,0.966,4.2,5.13,5.1,1,1.0,Nonmarine fine siltstone,3.03,7.23,5.0,5,3.4703908111866957
3,B2 SH,SHRIMPLIN,2868.5,73.99,0.862,6.1,7.84,4.6,1,0.9640000000000001,Nonmarine fine siltstone,4.79,10.89,5.0,5,3.3824802168435437
3,B2 SH,SHRIMPLIN,2869.0,83.09,0.8059999999999999,9.4,11.2,3.9,1,0.929,Nonmarine fine siltstone,6.499999999999999,15.899999999999999,5.0,5,3.2606105887482544
3,B2 SH,SHRIMPLIN,2869.5,97.28,0.763,10.5,13.97,3.6,1,0.893,Nonmarine fine siltstone,8.72,19.22,5.0,5,3.1314709892437045
2,B2 SH,SHRIMPLIN,2870.0,95.16,0.7140000000000001,9.6,12.96,3.4,1,0.857,Nonmarine coarse siltstone,8.16,17.76,5.0,5,3.1826109698003524
